RegionName,City,Metro,CountyName,GrowthRate2016,GrowthRate2017,GrowthRate2018,GrowthRate2019,GrowthRate2020,GrowthRate2021,GrowthRate2022
83646,Meridian,"Boise City, ID",Ada County,6.280970691,6.796741894,7.261985401,6.892887443,-3.125247839,32.1230426,8.618550882
83709,Boise,"Boise City, ID",Ada County,7.089195657,6.517302131,7.753079422,6.811975801,6.522568574,21.58227595,8.233015556
83642,Meridian,"Boise City, ID",Ada County,6.011046857,6.906805701,8.137145277,8.033625359,7.375226643,22.00135152,7.759949274
83704,Boise,"Boise City, ID",Ada County,15.02787982,7.066934499,7.032373508,7.381720341,6.263823816,22.63688585,10.91237775
83706,Boise,"Boise City, ID",Ada County,1177.510284,7.876292739,9.357903268,7.318131533,8.894410194,18.93530288,9.821199422
83634,Kuna,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.27668358
83616,Eagle,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7.489014442
83713,Boise,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,27.37862438
83705,Boise,"Boise City, ID",Ada County,-1.445094152,18.71217867,10.76249979,8.49344655,7.296083881,19.64665206,12.77894631
83714,Boise,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17.43360432,20.84266262,7.725275532
83702,Boise,"Boise City, ID",Ada County,#DIV/0!,43.88401536,11.79346688,9.257861854,7.369668755,19.48695853,9.552323425
83716,Boise,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25.24093007
83703,Boise,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18.33317584
83669,Star,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
83712,Boise,"Boise City, ID",Ada County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
63501,Kirksville,"Kirksville, MO",Adair County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
80022,,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,24.48473387,4.438332011,7.197396368,7.830999802
80229,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,3.726474439,2.528976699,8.924994437,11.87070914
80233,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,311.7974602,5.194912563,5.37599334,2.202924673,8.869824872,9.567223648
80601,Brighton,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,23.00889151,-3.969586911,11.35394757,8.797314614,7.877374834
80221,Twin Lakes,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,1119.86826,5.446039598,4.930656726,11.2948156
80031,Westminster,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,4.531692568,1.40976623,10.68280734,7.376350814
80602,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,514.0365158,4.077910719,7.27667773,9.455142182
80260,Federal Heights,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
80241,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,308.1427535,5.312832807,3.601578713,9.115142805,10.65061114
80234,Westminster,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,38.27409009,1.77124037,7.52539248,9.932521263
80030,Westminster,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12.18993696
80640,Commerce City,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17340,Littlestown,"Gettysburg, PA",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
80045,Aurora,"Denver-Aurora-Lakewood, CO",Adams County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1012.977717
29803,Aiken,"Augusta-Richmond County, GA-SC",Aiken County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29841,North Augusta,"Augusta-Richmond County, GA-SC",Aiken County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29801,Aiken,"Augusta-Richmond County, GA-SC",Aiken County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29829,Graniteville,"Augusta-Richmond County, GA-SC",Aiken County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32608,Gainesville,"Gainesville, FL",Alachua County,4.402271989,5.020863199,5.485805165,6.528465536,3.713539305,10.23743543,16.27691141
32607,Gainesville,"Gainesville, FL",Alachua County,5.741029258,5.004603527,6.250524665,6.14084449,5.989154587,12.64784365,16.9499585
32605,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,347.5963767,14.64579679
32606,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.788840528,7.009374146,16.47452856
32601,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,327.3308458
32609,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32653,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32641,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32669,Newberry,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32603,Gainesville,"Gainesville, FL",Alachua County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27215,Burlington,"Burlington, NC",Alamance County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27217,,"Burlington, NC",Alamance County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27302,Mebane,"Burlington, NC",Alamance County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27253,Graham,"Burlington, NC",Alamance County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27244,Elon,"Burlington, NC",Alamance County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94544,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1137.209924,1.732466171,7.998440524
94536,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,2.677846911,1.392354362,0.363491723,0.659585054,8.34708368
94538,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,302.9503501,1.748333392,-1.559658265,0.432305336,9.167879715
94587,Union City,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,10.9050885,1.059857044,1.904663856,7.783077362
94541,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.163302294,1.635385299,2.399466235
94501,Alameda,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,56.16688007,4.412858363,3.209606404,0.361557087,2.038568256,4.621714841
94568,Dublin,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,2.059645896,2.86187825,0.828524349,-0.679735902,3.676143078,5.639275298
94539,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,21.16560955,2.680318071,1.755995768,4.912004542
94601,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18.53330767,0.818275094,4.570638653
94550,Livermore,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,51.81451356,0.50987664,5.055372391,7.175020439
94577,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94560,Newark,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,1.523214238,0.863285831,0.512651122,7.059769714
94546,Castro Valley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.24236635,12.21644744,4.640949431
94551,Livermore,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,313.4042418,1.367090252,4.239008236,5.481092713
94605,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,54.21354749,0.053154291,6.532476924
94566,Pleasanton,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,2.0955754,1.355500064,4.073306732,7.128262605
94611,Piedmont,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,4.799017563,-0.035660644,-1.875797703,3.982122708
94588,Pleasanton,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1133.269141,5.984034266
94621,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94578,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,28.11131489
94606,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,23.31296052,-0.025903915,-3.257503737,4.57183735
94555,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,1119.893288,-7.584399022,10.15327294,7.471021096
94545,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94608,Emeryville,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,35.77083255,-2.794253198,-1.267363077,5.434670758
94602,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,50.17762225,5.584581571
94610,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,37.90418479,1.92876936,-2.632839338,-4.467205816,4.640923336
94603,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94580,San Lorenzo,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94704,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,486.8041101,-1.830877788,7.607189365
94607,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.983197099,-2.920132044,3.24894316
94619,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,21.48705212,6.81641241
94609,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.418049142,-3.402751441,5.270440917
94579,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94703,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,494.0274192,-1.316415407,1.453000616,6.061745457
94706,Albany,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25.09327188
94618,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,513.7229035,8.986755975
94702,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.531000645,8.581356617
94502,Alameda,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94612,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.089572819,-5.721741216,3.251107545
94542,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,314.9224052,0.375808873,3.587528705,9.458695369
94705,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94708,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94707,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94709,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94710,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,197.8151365
81101,Alamosa,,Alamosa County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12203,Albany,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,506.7050289
12047,Cohoes,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1218.361807,9.721947592
12208,Albany,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1127.694777,6.835907798,7.535490395
82070,Laramie,"Laramie, WY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12189,Watervliet,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
82072,Laramie,"Laramie, WY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12054,Delmar,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12206,Albany,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12210,Albany,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12202,Albany,"Albany-Schenectady-Troy, NY",Albany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22903,Charlottesville,"Charlottesville, VA",Albemarle County,15.3008546,5.617779899,5.487599306,4.042594147,4.464568479,6.511778986,8.889036211
22901,Charlottesville,"Charlottesville, VA",Albemarle County,#DIV/0!,#DIV/0!,#DIV/0!,12.93500662,2.850136976,9.665747984,10.56652648
22902,Charlottesville,"Charlottesville, VA",Albemarle County,#DIV/0!,#DIV/0!,4.400303907,5.146227791,3.668427027,6.985965368,13.63597802
22911,Charlottesville,"Charlottesville, VA",Albemarle County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22932,Crozet,"Charlottesville, VA",Albemarle County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22304,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,#DIV/0!,#DIV/0!,#DIV/0!,512.2034253,-0.463063259,1.701559596,8.596399178
22314,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,#DIV/0!,#DIV/0!,#DIV/0!,508.2947751,0.756107473,1.368077568,7.412349148
22311,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31.59760362
22305,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9.315259779,-0.217968548,9.381308062
22301,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,#DIV/0!,#DIV/0!,#DIV/0!,476.5529423,10.07963942,3.006990473,10.04634848
49423,Holland,"Holland, MI",Allegan County,#DIV/0!,#DIV/0!,#DIV/0!,106.3111131,4.401312682,10.65570066,11.35307835
21502,Cumberland,"Cumberland, MD-WV",Allegany County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15108,Coraopolis,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,15.26743026
15237,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,28.68475411
15235,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.35371598
15236,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15102,Bethel Park,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15206,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,1112.478142,1.793222521,2.900083622,4.218845068,5.003712399,9.264053794
15044,Gibsonia,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15227,Brentwood,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15146,Monroeville,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15221,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,3.433371316,2.829593875,4.994484967,9.832340375
15212,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,544.6305162,7.076574843,1.66036218,6.205961501,12.05871871
15217,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,1167.246146,12.0097183,4.614991288,2.967612168,5.259384623,6.661578606
15213,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,303.304422,6.480251406,4.822812703,4.054626043,7.635074054
15210,Mount Oliver,"Pittsburgh, PA",Allegheny County,#DIV/0!,1188.996739,4.4614254,4.411498583,5.142928952,7.531016111,7.93317473
15090,Wexford,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15136,McKees Rocks,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15216,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,1134.645536,4.694296315,3.774068104,3.487851948,7.326257263,7.143107473
15143,Sewickley,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15241,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15205,Crafton,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,512.4863494,5.266429165,6.464117826
15202,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,1151.61443,3.400304933,4.863516089,5.112203803,9.514126494
15132,McKeesport,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15106,Carnegie,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15220,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15228,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15147,Verona,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15120,Munhall,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15017,Bridgeville,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15025,Clairton,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15219,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9.465915784
15229,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15214,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15226,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15218,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15201,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,531.2333566,5.937068708,5.142337281,5.864381421,9.492767013
15215,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15238,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15209,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15232,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,2.136528845,3.065357689,3.605343474,3.310802396,2.940086701,6.792360624
15224,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6.059899384,6.623206131
15129,South Park,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15203,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,55.50265622,3.408756582,2.822132165,1.486122939,3.411461834,5.800890409
15207,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15137,North Versailles,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15211,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.43550276,5.588403813,5.199972668
15208,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15204,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15145,Turtle Creek,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15223,Etna,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15222,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.04496018,8.400716755
15233,Pittsburgh,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15142,Presto,"Pittsburgh, PA",Allegheny County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
